song_id,title,reading,difficulty,level,constant
fracture_ray,Fracture Ray,,PRS,9,9.5
fracture_ray,Fracture Ray,,FTR,11,11.1
arghena,Arghena,,PST,7,7.5
arghena,Arghena,,PRS,9,9.6
arghena,Arghena,,FTR,11,11.3
aegleseeker,Aegleseeker,,PST,5,5.5
aegleseeker,Aegleseeker,,PRS,9,9.1
aegleseeker,Aegleseeker,,FTR,11,11.2
abstruse_dilemma,Abstruse Dilemma,,PST,5,5.5
abstruse_dilemma,Abstruse Dilemma,,PRS,8+,8.9
abstruse_dilemma,Abstruse Dilemma,,FTR,11,11.3
1f1e33,#1f1e33,,PST,5,5.5
1f1e33,#1f1e33,,PRS,9,9.2
1f1e33,#1f1e33,,FTR,11,11.1
infinite_strife,"Infinite Strife,",,PST,4,4
infinite_strife,"Infinite Strife,",,PRS,7,7.5
infinite_strife,"Infinite Strife,",,FTR,9+,9.9
infinite_strife,"Infinite Strife,",,BYD,10+,10.9
heavensdoor,Heavensdoor,,PST,4,4.5
heavensdoor,Heavensdoor,,PRS,7,7.5
heavensdoor,Heavensdoor,,FTR,9+,9.9
heavensdoor,Heavensdoor,,BYD,10+,10.8
heavenly_caress,Heavenly caress,,PST,3,3.5
heavenly_caress,Heavenly caress,,PRS,7,7.5
heavenly_caress,Heavenly caress,,FTR,9+,9.8
heavenly_caress,Heavenly caress,,BYD,10+,10.9
einherjar_joker,Einherjar Joker,,PST,4,4
einherjar_joker,Einherjar Joker,,PRS,7,7
einherjar_joker,Einherjar Joker,,FTR,9+,9.8
einherjar_joker,Einherjar Joker,,BYD,10+,10.9
breach_of_faith,Breach of Faith,,PST,5,5.5
breach_of_faith,Breach of Faith,,PRS,8,8.4
breach_of_faith,Breach of Faith,,FTR,10,10.3
breach_of_faith,Breach of Faith,,BYD,10+,10.9
xterfusion,Xterfusion,,PST,4,4.5
xterfusion,Xterfusion,,PRS,8,8.3
xterfusion,Xterfusion,,FTR,9+,9.8
xterfusion,Xterfusion,,ETR,10+,10.7
welcome_queen_of_fiction,"Welcome, Queen of Fiction.",,PST,5,5
welcome_queen_of_fiction,"Welcome, Queen of Fiction.",,PRS,8,8.5
welcome_queen_of_fiction,"Welcome, Queen of Fiction.",,FTR,10,10.1
welcome_queen_of_fiction,"Welcome, Queen of Fiction.",,ETR,10+,10.9
we_re_all_gonna_die,We're All Gonna Die,,PST,5,5.5
we_re_all_gonna_die,We're All Gonna Die,,PRS,8,8
we_re_all_gonna_die,We're All Gonna Die,,FTR,10,10.1
we_re_all_gonna_die,We're All Gonna Die,,ETR,10+,10.9
virtus,ViRTUS,,PST,5,5.5
virtus,ViRTUS,,PRS,8,8.6
virtus,ViRTUS,,FTR,9+,9.9
virtus,ViRTUS,,ETR,10+,10.9
signal,Signal,,PST,4,4
signal,Signal,,PRS,7+,7.8
signal,Signal,,FTR,9+,9.8
signal,Signal,,ETR,10+,10.7
nightmare,Nightmare,,PST,4,4.5
nightmare,Nightmare,,PRS,7,7.8
nightmare,Nightmare,,FTR,9+,9.8
nightmare,Nightmare,,ETR,10+,10.8
megalovania_camellia_remix,MEGALOVANIA (Camellia Remix),,PST,5,5.5
megalovania_camellia_remix,MEGALOVANIA (Camellia Remix),,PRS,8,8.4
megalovania_camellia_remix,MEGALOVANIA (Camellia Remix),,FTR,9+,9.8
megalovania_camellia_remix,MEGALOVANIA (Camellia Remix),,ETR,10+,10.9
marenyx,MARENYX,,PST,4,4.5
marenyx,MARENYX,,PRS,7+,7.8
marenyx,MARENYX,,FTR,9,9.5
marenyx,MARENYX,,ETR,10+,10.8
lilly,Lilly,,PST,5,5
lilly,Lilly,,PRS,8,8.4
lilly,Lilly,,FTR,9+,9.9
lilly,Lilly,,ETR,10+,10.8
inverted_world,Inverted World,,PST,3,3
inverted_world,Inverted World,,PRS,7,7
inverted_world,Inverted World,,FTR,9,9.5
inverted_world,Inverted World,,ETR,10+,10.7
desive,Désive,,PST,5,5
desive,Désive,,PRS,8,8
desive,Désive,,FTR,9+,9.9
desive,Désive,,ETR,10+,10.8
don_t_fight_the_music,Don't Fight The Music,,PST,4,4.5
don_t_fight_the_music,Don't Fight The Music,,PRS,7+,7.8
don_t_fight_the_music,Don't Fight The Music,,FTR,9,9.3
don_t_fight_the_music,Don't Fight The Music,,ETR,10+,10.7
distorted_fate,Distorted Fate,,PST,4,4.5
distorted_fate,Distorted Fate,,PRS,7+,7.8
distorted_fate,Distorted Fate,,FTR,9,9.6
distorted_fate,Distorted Fate,,ETR,10+,10.8
code_oblivion,Code: Oblivion,,PST,5,5.5
code_oblivion,Code: Oblivion,,PRS,8,8.3
code_oblivion,Code: Oblivion,,FTR,9+,9.9
code_oblivion,Code: Oblivion,,ETR,10+,10.9
chronologia,chronologia,,PST,4,4.5
chronologia,chronologia,,PRS,7+,7.8
chronologia,chronologia,,FTR,9+,9.8
chronologia,chronologia,,ETR,10+,10.8
andorxor,ANDORXOR,,PST,4,4.5
andorxor,ANDORXOR,,PRS,7+,7.8
andorxor,ANDORXOR,,FTR,9+,9.9
andorxor,ANDORXOR,,ETR,10+,10.8
acid_god,Acid God,,PST,4,4.5
acid_god,Acid God,,PRS,7+,7.8
acid_god,Acid God,,FTR,9+,9.9
acid_god,Acid God,,ETR,10+,10.9
4,ω4,,PST,3,3.5
4,ω4,,PRS,7+,7.8
4,ω4,,FTR,10+,10.8
world_vanquisher,World Vanquisher,,PST,2,2.5
world_vanquisher,World Vanquisher,,PRS,5,5.5
world_vanquisher,World Vanquisher,,FTR,10+,10.7
vulcanus,Vulcānus,,PST,5,5.5
vulcanus,Vulcānus,,PRS,8,8.5
vulcanus,Vulcānus,,FTR,10+,10.9
teravolt,TeraVolt,,PST,5,5
teravolt,TeraVolt,,PRS,8+,8.9
teravolt,TeraVolt,,FTR,10+,10.8
temptation,TEmPTaTiON,,PST,5,5
temptation,TEmPTaTiON,,PRS,8,8.2
temptation,TEmPTaTiON,,FTR,10+,10.9
stasis,Stasis,,PST,4,4.5
stasis,Stasis,,PRS,7,7
stasis,Stasis,,FTR,10+,10.8
song_gtzuea,蜘蛛の糸,,PST,4,4.5
song_gtzuea,蜘蛛の糸,,PRS,7+,7.8
song_gtzuea,蜘蛛の糸,,FTR,10+,10.8
ringed_genesis,Ringed Genesis,,PST,5,5.5
ringed_genesis,Ringed Genesis,,PRS,8,8.4
ringed_genesis,Ringed Genesis,,FTR,10+,10.8
resonance,烈華RESONANCE,,PST,5,5
resonance,烈華RESONANCE,,PRS,8+,8.9
resonance,烈華RESONANCE,,FTR,10+,10.7
primitive_lights,PRIMITIVE LIGHTS,,PST,5,5.5
primitive_lights,PRIMITIVE LIGHTS,,PRS,8+,8.8
primitive_lights,PRIMITIVE LIGHTS,,FTR,10+,10.8
ouroboros_twin_stroke_of_the_end,ouroboros -twin stroke of the end-,,PST,4,4.5
ouroboros_twin_stroke_of_the_end,ouroboros -twin stroke of the end-,,PRS,7,7.5
ouroboros_twin_stroke_of_the_end,ouroboros -twin stroke of the end-,,FTR,10+,10.7
null_apophenia,NULL APOPHENIA,,PST,4,4.5
null_apophenia,NULL APOPHENIA,,PRS,8+,8.8
null_apophenia,NULL APOPHENIA,,FTR,10+,10.7
song_1fg22iz,業 -善なる神とこの世の悪について-,,PST,5,5.5
song_1fg22iz,業 -善なる神とこの世の悪について-,,PRS,8,8.5
song_1fg22iz,業 -善なる神とこの世の悪について-,,FTR,10+,10.9
meta_mysteria,Meta-Mysteria,,PST,5,5
meta_mysteria,Meta-Mysteria,,PRS,7+,7.8
meta_mysteria,Meta-Mysteria,,FTR,10+,10.8
romance,狂恋ROMANCE,,PST,4,4
romance,狂恋ROMANCE,,PRS,7+,7.8
romance,狂恋ROMANCE,,FTR,10+,10.7
genocider,GENOCIDER,,PST,4,4.5
genocider,GENOCIDER,,PRS,8+,8.9
genocider,GENOCIDER,,FTR,10+,10.8
divine_light_of_myriad,光速神授説 - Divine Light of Myriad -,,PST,4,4.5
divine_light_of_myriad,光速神授説 - Divine Light of Myriad -,,PRS,7+,7.8
divine_light_of_myriad,光速神授説 - Divine Light of Myriad -,,FTR,10+,10.8
dantalion,Dantalion,,PST,5,5
dantalion,Dantalion,,PRS,8,8.2
dantalion,Dantalion,,FTR,10+,10.8
da_at_the_first_seeker_of_souls,DA'AT -The First Seeker of Souls-,,PST,5,5.5
da_at_the_first_seeker_of_souls,DA'AT -The First Seeker of Souls-,,PRS,8,8.4
da_at_the_first_seeker_of_souls,DA'AT -The First Seeker of Souls-,,FTR,10+,10.9
cyaegha,Cyaegha,,PST,5,5.5
cyaegha,Cyaegha,,PRS,8,8.4
cyaegha,Cyaegha,,FTR,10+,10.7
chaos,CHAOS,,PST,5,5.5
chaos,CHAOS,,PRS,7,7.5
chaos,CHAOS,,FTR,10+,10.9
buchigire_berserker,BUCHiGiRE Berserker,,PST,5,5
buchigire_berserker,BUCHiGiRE Berserker,,PRS,8,8.6
buchigire_berserker,BUCHiGiRE Berserker,,FTR,10+,10.8
black_mind,Black MInD,,PST,5,5
black_mind,Black MInD,,PRS,8,8
black_mind,Black MInD,,FTR,10+,10.8
and_revive_the_melody,And Revive The Melody,,PST,5,5.5
and_revive_the_melody,And Revive The Melody,,PRS,8,8.5
and_revive_the_melody,And Revive The Melody,,FTR,10+,10.9
amazing_mightyyyy,AMAZING MIGHTYYYY!!!!,,PST,4,4.5
amazing_mightyyyy,AMAZING MIGHTYYYY!!!!,,PRS,7+,7.8
amazing_mightyyyy,AMAZING MIGHTYYYY!!!!,,FTR,10+,10.7
altergate,AlterGate,,PST,5,5.5
altergate,AlterGate,,PRS,8+,8.7
altergate,AlterGate,,FTR,10+,10.7
ii,͟͝͞Ⅱ́̕,,PST,5,5
ii,͟͝͞Ⅱ́̕,,PRS,8+,8.9
ii,͟͝͞Ⅱ́̕,,FTR,10+,10.8
song_80lswp,最高の悪夢,,PST,3,3.5
song_80lswp,最高の悪夢,,PRS,6,6.5
song_80lswp,最高の悪夢,,FTR,8+,8.9
song_80lswp,最高の悪夢,,BYD,10,10.2
trappola_bewitching,妖艶魔女 -trappola bewitching-,,PST,3,3
trappola_bewitching,妖艶魔女 -trappola bewitching-,,PRS,6,6
trappola_bewitching,妖艶魔女 -trappola bewitching-,,FTR,9+,9.9
trappola_bewitching,妖艶魔女 -trappola bewitching-,,BYD,10,10.6
small_cloud_sugar_candy,Small Cloud Sugar Candy,,PST,3,3
small_cloud_sugar_candy,Small Cloud Sugar Candy,,PRS,6,6.5
small_cloud_sugar_candy,Small Cloud Sugar Candy,,FTR,9,9.3
small_cloud_sugar_candy,Small Cloud Sugar Candy,,BYD,10,10.3
saint_or_sinner,Saint or Sinner,,PST,3,3
saint_or_sinner,Saint or Sinner,,PRS,6,6
saint_or_sinner,Saint or Sinner,,FTR,8+,8.8
saint_or_sinner,Saint or Sinner,,BYD,10,10.4
renegade,Renegade,,PST,4,4.5
renegade,Renegade,,PRS,7+,7.8
renegade,Renegade,,FTR,9,9.6
renegade,Renegade,,BYD,10,10.2
rays_of_remnant,Rays of Remnant,,PST,4,4.5
rays_of_remnant,Rays of Remnant,,PRS,7,7.5
rays_of_remnant,Rays of Remnant,,FTR,9+,9.7
rays_of_remnant,Rays of Remnant,,BYD,10,10.4
quon,Quon,,PST,2,2.5
quon,Quon,,PRS,6,6
quon,Quon,,FTR,8+,8.7
quon,Quon,,BYD,10,10.2
purple_verse,Purple Verse,,PST,4,4
purple_verse,Purple Verse,,PRS,7,7.5
purple_verse,Purple Verse,,FTR,9,9.6
purple_verse,Purple Verse,,BYD,10,10.6
party_vinyl,Party Vinyl,,PST,4,4
party_vinyl,Party Vinyl,,PRS,7+,7.8
party_vinyl,Party Vinyl,,FTR,9,9.4
party_vinyl,Party Vinyl,,BYD,10,10.3
omakeno_stroke,OMAKENO Stroke,,PST,3,3
omakeno_stroke,OMAKENO Stroke,,PRS,6,6.5
omakeno_stroke,OMAKENO Stroke,,FTR,9,9.5
omakeno_stroke,OMAKENO Stroke,,BYD,10,10.3
libertas,Libertas,,PST,3,3.5
libertas,Libertas,,PRS,5,5.5
libertas,Libertas,,FTR,9,9.2
libertas,Libertas,,BYD,10,10.5
lastendconductor,lastendconductor,,PST,3,3.5
lastendconductor,lastendconductor,,PRS,7,7.5
lastendconductor,lastendconductor,,FTR,9,9.4
lastendconductor,lastendconductor,,BYD,10,10.2
la_qryma_of_the_wasteland,La'qryma of the Wasteland,,PST,3,3.5
la_qryma_of_the_wasteland,La'qryma of the Wasteland,,PRS,6,6.5
la_qryma_of_the_wasteland,La'qryma of the Wasteland,,FTR,9,9.1
la_qryma_of_the_wasteland,La'qryma of the Wasteland,,BYD,10,10
impact,IMPACT,,PST,3,3.5
impact,IMPACT,,PRS,7+,7.8
impact,IMPACT,,FTR,9,9.6
impact,IMPACT,,BYD,10,10.4
energy_synergy_matrix,ENERGY SYNERGY MATRIX,,PST,3,3.5
energy_synergy_matrix,ENERGY SYNERGY MATRIX,,PRS,7,7
energy_synergy_matrix,ENERGY SYNERGY MATRIX,,FTR,9,9.6
energy_synergy_matrix,ENERGY SYNERGY MATRIX,,BYD,10,10.3
be_there,Be There,,PST,4,4
be_there,Be There,,PRS,7,7.5
be_there,Be There,,FTR,9,9.4
be_there,Be There,,BYD,10,10.5
altale,Altale,,PST,2,2.5
altale,Altale,,PRS,5,5.5
altale,Altale,,FTR,9+,9.8
altale,Altale,,BYD,10,10
z_le,ΛZΛLEΛ,,PST,4,4
z_le,ΛZΛLEΛ,,PRS,7,7
z_le,ΛZΛLEΛ,,FTR,9,9.4
z_le,ΛZΛLEΛ,,ETR,10,10
zephyrlasting,zephyrlasting,,PST,3,3.5
zephyrlasting,zephyrlasting,,PRS,7,7.5
zephyrlasting,zephyrlasting,,FTR,9,9.5
zephyrlasting,zephyrlasting,,ETR,10,10.3
xxium_and_purple_haze,Xxium and Purple haze,,PST,2,2.5
xxium_and_purple_haze,Xxium and Purple haze,,PRS,7+,7.8
xxium_and_purple_haze,Xxium and Purple haze,,FTR,9+,9.9
xxium_and_purple_haze,Xxium and Purple haze,,ETR,10,10.5
song_169eyxf,黄昏の協奏曲,,PST,4,4.5
